churchId,name,state,district,city,address,lat,lng,pastorId,status,createdAt,updatedAt
church-152,Covenant Church Guwahati 2,Assam,Kamrup Metropolitan,Guwahati,"11, Guwahati Community Road",26.110136,91.701201,pastor-152,new,2013-07-09,2024-01-20
church-153,New Life Church Guwahati 3,Assam,Kamrup Metropolitan,Guwahati,"12, Guwahati Community Road",26.199901,91.71871,pastor-153,new,2014-01-14,2026-08-14
church-154,Grace Church Guwahati 4,Assam,Kamrup Metropolitan,Guwahati,"13, Guwahati Community Road",26.208963,91.6922,pastor-154,support_needed,2024-05-03,2026-02-13
church-155,Living Waters Church Guwahati 5,Assam,Kamrup Metropolitan,Guwahati,"14, Guwahati Community Road",26.081129,91.773796,pastor-155,growing,2018-08-25,2025-05-15
church-156,New Life Church Guwahati 6,Assam,Kamrup Metropolitan,Guwahati,"15, Guwahati Community Road",26.231627,91.675709,pastor-156,new,2014-07-12,2026-03-20
church-157,New Life Church Guwahati 7,Assam,Kamrup Metropolitan,Guwahati,"16, Guwahati Community Road",26.08566,91.771078,pastor-157,new,2019-12-07,2026-01-26
church-158,Covenant Church Guwahati 8,Assam,Kamrup Metropolitan,Guwahati,"17, Guwahati Community Road",26.190514,91.695863,pastor-158,new,2014-01-18,2024-08-12
church-159,Faith Church Guwahati 9,Assam,Kamrup Metropolitan,Guwahati,"18, Guwahati Community Road",26.096275,91.66425,pastor-159,active,2013-11-18,2024-05-08
church-160,Cornerstone Church Guwahati 10,Assam,Kamrup Metropolitan,Guwahati,"19, Guwahati Community Road",26.209803,91.696664,pastor-160,growing,2020-04-19,2024-07-02
church-161,Living Waters Church Guwahati 11,Assam,Kamrup Metropolitan,Guwahati,"20, Guwahati Community Road",26.189472,91.682506,pastor-161,new,2013-07-21,2026-04-27
church-162,Covenant Church Guwahati 12,Assam,Kamrup Metropolitan,Guwahati,"21, Guwahati Community Road",26.093391,91.756865,pastor-162,growing,2023-08-12,2024-02-11
church-163,Restoration Church Guwahati 13,Assam,Kamrup Metropolitan,Guwahati,"22, Guwahati Community Road",26.204017,91.79898,pastor-163,active,2019-07-27,2024-09-09
church-164,New Life Church Guwahati 14,Assam,Kamrup Metropolitan,Guwahati,"23, Guwahati Community Road",26.188913,91.6859,pastor-164,new,2013-12-15,2025-10-24
church-165,Covenant Church Guwahati 15,Assam,Kamrup Metropolitan,Guwahati,"24, Guwahati Community Road",26.185603,91.720577,pastor-165,active,2014-02-19,2026-01-20
church-166,Living Waters Church Bhubaneswar 1,Odisha,Khorda,Bhubaneswar,"10, Bhubaneswar Community Road",20.385218,85.834442,pastor-166,new,2017-12-18,2026-10-06
church-167,Cornerstone Church Bhubaneswar 2,Odisha,Khorda,Bhubaneswar,"11, Bhubaneswar Community Road",20.21495,85.911553,pastor-167,active,2016-01-28,2024-12-20
church-168,Cornerstone Church Bhubaneswar 3,Odisha,Khorda,Bhubaneswar,"12, Bhubaneswar Community Road",20.286707,85.781499,pastor-168,active,2015-11-05,2024-04-10
church-169,Covenant Church Bhubaneswar 4,Odisha,Khorda,Bhubaneswar,"13, Bhubaneswar Community Road",20.270879,85.758806,pastor-169,support_needed,2023-11-18,2024-11-13
church-170,Faith Church Bhubaneswar 5,Odisha,Khorda,Bhubaneswar,"14, Bhubaneswar Community Road",20.24822,85.794342,pastor-170,support_needed,2019-01-01,2024-08-03
church-171,Harvest Church Bhubaneswar 6,Odisha,Khorda,Bhubaneswar,"15, Bhubaneswar Community Road",20.321823,85.881719,pastor-171,active,2016-11-07,2025-05-04
church-172,Restoration Church Bhubaneswar 7,Odisha,Khorda,Bhubaneswar,"16, Bhubaneswar Community Road",20.326569,85.871789,pastor-172,new,2018-01-24,2026-08-21
church-173,Harvest Church Bhubaneswar 8,Odisha,Khorda,Bhubaneswar,"17, Bhubaneswar Community Road",20.232582,85.904381,pastor-173,support_needed,2016-02-22,2024-03-27
church-174,Hope Church Bhubaneswar 9,Odisha,Khorda,Bhubaneswar,"18, Bhubaneswar Community Road",20.254083,85.758961,pastor-174,growing,2016-05-22,2026-10-19
church-175,Faith Church Bhubaneswar 10,Odisha,Khorda,Bhubaneswar,"19, Bhubaneswar Community Road",20.296976,85.823082,pastor-175,new,2014-03-06,2025-01-28
church-176,Faith Church Bhubaneswar 11,Odisha,Khorda,Bhubaneswar,"20, Bhubaneswar Community Road",20.240025,85.777895,pastor-176,active,2020-09-19,2026-10-02
church-177,Faith Church Bhubaneswar 12,Odisha,Khorda,Bhubaneswar,"21, Bhubaneswar Community Road",20.230283,85.90799,pastor-177,growing,2014-12-06,2026-08-13
church-178,Faith Church Bhubaneswar 13,Odisha,Khorda,Bhubaneswar,"22, Bhubaneswar Community Road",20.224678,85.806201,pastor-178,support_needed,2013-03-25,2025-10-08
church-179,Hope Church Bhubaneswar 14,Odisha,Khorda,Bhubaneswar,"23, Bhubaneswar Community Road",20.365127,85.737049,pastor-179,support_needed,2013-05-06,2024-09-10
church-180,Harvest Church Bhubaneswar 15,Odisha,Khorda,Bhubaneswar,"24, Bhubaneswar Community Road",20.261093,85.764299,pastor-180,active,2015-09-19,2026-08-05
church-181,Covenant Church Indore 1,Madhya Pradesh,Indore,Indore,"10, Indore Community Road",22.702562,75.886697,pastor-181,support_needed,2014-12-06,2025-02-27
church-182,Grace Church Indore 2,Madhya Pradesh,Indore,Indore,"11, Indore Community Road",22.780381,75.888372,pastor-182,support_needed,2015-04-27,2026-06-18
church-183,Covenant Church Indore 3,Madhya Pradesh,Indore,Indore,"12, Indore Community Road",22.751393,75.932297,pastor-183,new,2018-02-06,2024-03-18
church-184,Redeemer Church Indore 4,Madhya Pradesh,Indore,Indore,"13, Indore Community Road",22.710225,75.838182,pastor-184,support_needed,2021-01-04,2024-12-01
church-185,Redeemer Church Indore 5,Madhya Pradesh,Indore,Indore,"14, Indore Community Road",22.782199,75.93337,pastor-185,growing,2020-12-14,2026-12-02
church-186,Faith Church Indore 6,Madhya Pradesh,Indore,Indore,"15, Indore Community Road",22.632674,75.810244,pastor-186,new,2018-10-07,2024-06-16
church-187,Grace Church Indore 7,Madhya Pradesh,Indore,Indore,"16, Indore Community Road",22.750932,75.881067,pastor-187,growing,2019-09-10,2025-11-21
church-188,Hope Church Indore 8,Madhya Pradesh,Indore,Indore,"17, Indore Community Road",22.765852,75.848338,pastor-188,active,2022-10-22,2024-10-25
church-189,Living Waters Church Indore 9,Madhya Pradesh,Indore,Indore,"18, Indore Community Road",22.737602,75.892671,pastor-189,new,2019-11-28,2025-08-06
church-190,Redeemer Church Indore 10,Madhya Pradesh,Indore,Indore,"19, Indore Community Road",22.749396,75.942425,pastor-190,active,2019-05-06,2026-11-23
church-191,Living Waters Church Indore 11,Madhya Pradesh,Indore,Indore,"20, Indore Community Road",22.775242,75.916841,pastor-191,support_needed,2012-02-17,2024-04-20
church-192,Hope Church Indore 12,Madhya Pradesh,Indore,Indore,"21, Indore Community Road",22.66349,75.865003,pastor-192,growing,2019-09-10,2026-10-03
church-193,Cornerstone Church Indore 13,Madhya Pradesh,Indore,Indore,"22, Indore Community Road",22.671069,75.837704,pastor-193,support_needed,2024-05-19,2024-10-02
church-194,Covenant Church Indore 14,Madhya Pradesh,Indore,Indore,"23, Indore Community Road",22.648097,75.777447,pastor-194,active,2013-06-15,2024-12-20
church-195,Cornerstone Church Indore 15,Madhya Pradesh,Indore,Indore,"24, Indore Community Road",22.757142,75.911371,pastor-195,active,2012-06-15,2024-08-16
church-196,Living Waters Church Bhopal 1,Madhya Pradesh,Bhopal,Bhopal,"10, Bhopal Community Road",23.186378,77.372805,pastor-196,new,2013-04-20,2026-12-10
church-197,Restoration Church Bhopal 2,Madhya Pradesh,Bhopal,Bhopal,"11, Bhopal Community Road",23.224994,77.440361,pastor-197,active,2020-01-01,2025-05-06
church-198,Hope Church Bhopal 3,Madhya Pradesh,Bhopal,Bhopal,"12, Bhopal Community Road",23.290476,77.357419,pastor-198,active,2024-02-05,2025-09-24
church-199,Faith Church Bhopal 4,Madhya Pradesh,Bhopal,Bhopal,"13, Bhopal Community Road",23.185074,77.475499,pastor-199,active,2015-06-09,2024-10-24
church-200,Hope Church Bhopal 5,Madhya Pradesh,Bhopal,Bhopal,"14, Bhopal Community Road",23.182389,77.424703,pastor-200,new,2023-07-04,2026-03-26
church-201,Redeemer Church Bhopal 6,Madhya Pradesh,Bhopal,Bhopal,"15, Bhopal Community Road",23.183982,77.447385,pastor-201,active,2016-01-06,2024-06-28
church-202,Living Waters Church Bhopal 7,Madhya Pradesh,Bhopal,Bhopal,"16, Bhopal Community Road",23.293452,77.355019,pastor-202,growing,2015-05-17,2025-08-26
church-203,Redeemer Church Bhopal 8,Madhya Pradesh,Bhopal,Bhopal,"17, Bhopal Community Road",23.215482,77.465143,pastor-203,support_needed,2019-06-18,2024-09-07
church-204,Living Waters Church Bhopal 9,Madhya Pradesh,Bhopal,Bhopal,"18, Bhopal Community Road",23.310451,77.435519,pastor-204,growing,2018-11-25,2024-02-14
church-205,Faith Church Bhopal 10,Madhya Pradesh,Bhopal,Bhopal,"19, Bhopal Community Road",23.212605,77.365971,pastor-205,support_needed,2024-06-13,2024-11-01
church-206,Harvest Church Bhopal 11,Madhya Pradesh,Bhopal,Bhopal,"20, Bhopal Community Road",23.320997,77.323339,pastor-206,new,2021-07-02,2026-07-19
church-207,Living Waters Church Bhopal 12,Madhya Pradesh,Bhopal,Bhopal,"21, Bhopal Community Road",23.296088,77.338616,pastor-207,active,2023-11-09,2024-06-02
church-208,Cornerstone Church Bhopal 13,Madhya Pradesh,Bhopal,Bhopal,"22, Bhopal Community Road",23.298025,77.417172,pastor-208,active,2014-09-18,2024-07-01
church-209,Redeemer Church Bhopal 14,Madhya Pradesh,Bhopal,Bhopal,"23, Bhopal Community Road",23.261217,77.430989,pastor-209,support_needed,2016-01-07,2026-10-17
church-210,Redeemer Church Bhopal 15,Madhya Pradesh,Bhopal,Bhopal,"24, Bhopal Community Road",23.290957,77.399717,pastor-210,new,2014-01-24,2026-07-03
church-211,Covenant Church Chandigarh 1,Chandigarh,Chandigarh,Chandigarh,"10, Chandigarh Community Road",30.72812,76.751721,pastor-211,support_needed,2017-04-08,2026-07-28
church-212,New Life Church Chandigarh 2,Chandigarh,Chandigarh,Chandigarh,"11, Chandigarh Community Road",30.761828,76.737344,pastor-212,new,2020-09-24,2026-06-08
church-213,Hope Church Chandigarh 3,Chandigarh,Chandigarh,Chandigarh,"12, Chandigarh Community Road",30.709937,76.72123,pastor-213,active,2014-03-25,2026-05-05
church-214,Restoration Church Chandigarh 4,Chandigarh,Chandigarh,Chandigarh,"13, Chandigarh Community Road",30.700689,76.747117,pastor-214,active,2020-08-19,2026-01-18
church-215,Covenant Church Chandigarh 5,Chandigarh,Chandigarh,Chandigarh,"14, Chandigarh Community Road",30.643304,76.864977,pastor-215,active,2019-12-15,2026-09-22
church-216,Hope Church Chandigarh 6,Chandigarh,Chandigarh,Chandigarh,"15, Chandigarh Community Road",30.803948,76.756476,pastor-216,support_needed,2012-09-05,2025-06-22
church-217,Grace Church Chandigarh 7,Chandigarh,Chandigarh,Chandigarh,"16, Chandigarh Community Road",30.682153,76.693656,pastor-217,support_needed,2018-12-28,2025-04-09
church-218,Grace Church Chandigarh 8,Chandigarh,Chandigarh,Chandigarh,"17, Chandigarh Community Road",30.64706,76.697398,pastor-218,growing,2022-06-13,2026-03-21
church-219,New Life Church Chandigarh 9,Chandigarh,Chandigarh,Chandigarh,"18, Chandigarh Community Road",30.745065,76.791612,pastor-219,growing,2014-11-11,2025-05-07
church-220,Restoration Church Chandigarh 10,Chandigarh,Chandigarh,Chandigarh,"19, Chandigarh Community Road",30.696299,76.744709,pastor-220,new,2021-03-01,2026-01-07
church-221,Covenant Church Chandigarh 11,Chandigarh,Chandigarh,Chandigarh,"20, Chandigarh Community Road",30.715969,76.710418,pastor-221,support_needed,2021-04-20,2026-03-19
church-222,Grace Church Chandigarh 12,Chandigarh,Chandigarh,Chandigarh,"21, Chandigarh Community Road",30.690329,76.74986,pastor-222,growing,2018-01-28,2024-01-26
church-223,Covenant Church Chandigarh 13,Chandigarh,Chandigarh,Chandigarh,"22, Chandigarh Community Road",30.759527,76.701687,pastor-223,growing,2023-09-09,2024-09-24
church-224,Grace Church Chandigarh 14,Chandigarh,Chandigarh,Chandigarh,"23, Chandigarh Community Road",30.822547,76.836104,pastor-224,active,2018-07-22,2025-02-16
church-225,Restoration Church Chandigarh 15,Chandigarh,Chandigarh,Chandigarh,"24, Chandigarh Community Road",30.816298,76.831053,pastor-225,support_needed,2023-11-21,2026-09-06
church-226,Grace Church Patna 1,Bihar,Patna,Patna,"10, Patna Community Road",25.529394,85.174198,pastor-226,active,2012-06-03,2024-03-07
church-227,Grace Church Patna 2,Bihar,Patna,Patna,"11, Patna Community Road",25.582357,85.161963,pastor-227,active,2022-10-03,2026-08-01
church-228,Harvest Church Patna 3,Bihar,Patna,Patna,"12, Patna Community Road",25.661562,85.211407,pastor-228,active,2012-04-15,2024-01-18
church-229,Faith Church Patna 4,Bihar,Patna,Patna,"13, Patna Community Road",25.521137,85.085591,pastor-229,growing,2014-11-12,2025-06-24
church-230,New Life Church Patna 5,Bihar,Patna,Patna,"14, Patna Community Road",25.650154,85.108848,pastor-230,new,2023-03-18,2024-05-18
church-231,Hope Church Patna 6,Bihar,Patna,Patna,"15, Patna Community Road",25.605444,85.196745,pastor-231,new,2021-04-18,2026-04-07
church-232,Restoration Church Patna 7,Bihar,Patna,Patna,"16, Patna Community Road",25.607817,85.053024,pastor-232,active,2016-01-15,2026-01-22
church-233,Living Waters Church Patna 8,Bihar,Patna,Patna,"17, Patna Community Road",25.559642,85.072491,pastor-233,active,2015-11-13,2024-05-12
church-234,Cornerstone Church Patna 9,Bihar,Patna,Patna,"18, Patna Community Road",25.609379,85.070419,pastor-234,new,2021-04-11,2025-09-11
church-235,Covenant Church Patna 10,Bihar,Patna,Patna,"19, Patna Community Road",25.644974,85.136306,pastor-235,support_needed,2021-01-20,2026-03-27
church-236,Living Waters Church Patna 11,Bihar,Patna,Patna,"20, Patna Community Road",25.66258,85.146302,pastor-236,new,2015-09-27,2026-09-09
church-237,Grace Church Patna 12,Bihar,Patna,Patna,"21, Patna Community Road",25.532069,85.073525,pastor-237,support_needed,2017-01-14,2024-11-25
church-238,Hope Church Patna 13,Bihar,Patna,Patna,"22, Patna Community Road",25.608164,85.173327,pastor-238,active,2017-02-26,2025-03-06
church-239,Cornerstone Church Patna 14,Bihar,Patna,Patna,"23, Patna Community Road",25.62134,85.057571,pastor-239,growing,2020-06-13,2026-08-01
church-240,Harvest Church Patna 15,Bihar,Patna,Patna,"24, Patna Community Road",25.537463,85.195171,pastor-240,support_needed,2018-08-03,2025-07-22
church-241,Covenant Church Ranchi 1,Jharkhand,Ranchi,Ranchi,"10, Ranchi Community Road",23.394309,85.284193,pastor-241,new,2020-01-05,2024-01-22
church-242,Grace Church Ranchi 2,Jharkhand,Ranchi,Ranchi,"11, Ranchi Community Road",23.384307,85.285599,pastor-242,active,2015-03-28,2025-08-11
church-243,Living Waters Church Ranchi 3,Jharkhand,Ranchi,Ranchi,"12, Ranchi Community Road",23.364555,85.304946,pastor-243,active,2012-03-27,2025-06-07
church-244,Covenant Church Ranchi 4,Jharkhand,Ranchi,Ranchi,"13, Ranchi Community Road",23.271395,85.394897,pastor-244,new,2015-11-05,2024-03-26
church-245,Hope Church Ranchi 5,Jharkhand,Ranchi,Ranchi,"14, Ranchi Community Road",23.282967,85.252317,pastor-245,active,2019-05-21,2024-07-11
church-246,Living Waters Church Ranchi 6,Jharkhand,Ranchi,Ranchi,"15, Ranchi Community Road",23.417587,85.392748,pastor-246,growing,2020-09-28,2026-01-25
church-247,Grace Church Ranchi 7,Jharkhand,Ranchi,Ranchi,"16, Ranchi Community Road",23.404839,85.246335,pastor-247,growing,2012-11-04,2024-02-15
church-248,Redeemer Church Ranchi 8,Jharkhand,Ranchi,Ranchi,"17, Ranchi Community Road",23.281608,85.392211,pastor-248,support_needed,2021-12-21,2026-12-28
church-249,Living Waters Church Ranchi 9,Jharkhand,Ranchi,Ranchi,"18, Ranchi Community Road",23.324795,85.333758,pastor-249,new,2015-10-27,2025-06-07
church-250,Living Waters Church Ranchi 10,Jharkhand,Ranchi,Ranchi,"19, Ranchi Community Road",23.28263,85.278073,pastor-250,new,2013-07-04,2026-12-25
church-251,Grace Church Ranchi 11,Jharkhand,Ranchi,Ranchi,"20, Ranchi Community Road",23.371486,85.275602,pastor-251,new,2024-07-05,2024-10-22
church-252,Hope Church Ranchi 12,Jharkhand,Ranchi,Ranchi,"21, Ranchi Community Road",23.334369,85.363625,pastor-252,active,2022-12-09,2026-11-02
church-253,Harvest Church Ranchi 13,Jharkhand,Ranchi,Ranchi,"22, Ranchi Community Road",23.406223,85.27754,pastor-253,active,2020-10-24,2024-02-06
church-254,Harvest Church Ranchi 14,Jharkhand,Ranchi,Ranchi,"23, Ranchi Community Road",23.386447,85.343501,pastor-254,new,2016-12-15,2026-10-15
church-255,Cornerstone Church Ranchi 15,Jharkhand,Ranchi,Ranchi,"24, Ranchi Community Road",23.279119,85.389336,pastor-255,growing,2013-05-02,2025-10-19
church-256,Redeemer Church Nagpur 1,Maharashtra,Nagpur,Nagpur,"10, Nagpur Community Road",21.068244,79.018505,pastor-256,support_needed,2012-04-19,2024-01-04
church-257,Grace Church Nagpur 2,Maharashtra,Nagpur,Nagpur,"11, Nagpur Community Road",21.066422,79.056634,pastor-257,active,2019-06-08,2026-11-21
church-258,Grace Church Nagpur 3,Maharashtra,Nagpur,Nagpur,"12, Nagpur Community Road",21.142605,79.097281,pastor-258,new,2015-04-20,2025-11-17
church-259,Faith Church Nagpur 4,Maharashtra,Nagpur,Nagpur,"13, Nagpur Community Road",21.125237,79.091189,pastor-259,growing,2014-02-27,2024-03-25
church-260,Hope Church Nagpur 5,Maharashtra,Nagpur,Nagpur,"14, Nagpur Community Road",21.174486,79.117886,pastor-260,new,2015-12-15,2026-08-09
church-261,Cornerstone Church Nagpur 6,Maharashtra,Nagpur,Nagpur,"15, Nagpur Community Road",21.058626,79.162625,pastor-261,support_needed,2024-05-22,2024-07-11
church-262,Covenant Church Nagpur 7,Maharashtra,Nagpur,Nagpur,"16, Nagpur Community Road",21.081027,79.125927,pastor-262,growing,2020-04-03,2025-06-25
church-263,Harvest Church Nagpur 8,Maharashtra,Nagpur,Nagpur,"17, Nagpur Community Road",21.134526,79.012101,pastor-263,active,2017-08-28,2025-07-16
church-264,Redeemer Church Nagpur 9,Maharashtra,Nagpur,Nagpur,"18, Nagpur Community Road",21.170918,79.151061,pastor-264,active,2013-09-19,2026-07-12
church-265,Redeemer Church Nagpur 10,Maharashtra,Nagpur,Nagpur,"19, Nagpur Community Road",21.179546,79.156349,pastor-265,active,2017-12-03,2025-10-10
church-266,New Life Church Nagpur 11,Maharashtra,Nagpur,Nagpur,"20, Nagpur Community Road",21.206703,79.133901,pastor-266,growing,2024-05-24,2026-07-25
church-267,Cornerstone Church Nagpur 12,Maharashtra,Nagpur,Nagpur,"21, Nagpur Community Road",21.079952,79.173376,pastor-267,support_needed,2023-06-11,2026-02-04
church-268,Hope Church Nagpur 13,Maharashtra,Nagpur,Nagpur,"22, Nagpur Community Road",21.079185,79.030842,pastor-268,new,2015-10-20,2024-06-13
church-269,Hope Church Nagpur 14,Maharashtra,Nagpur,Nagpur,"23, Nagpur Community Road",21.097128,79.084374,pastor-269,new,2012-05-12,2025-08-13
church-270,New Life Church Nagpur 15,Maharashtra,Nagpur,Nagpur,"24, Nagpur Community Road",21.2345,79.151794,pastor-270,support_needed,2020-11-03,2026-07-11
church-271,Covenant Church Visakhapatnam 1,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"10, Visakhapatnam Community Road",17.737165,83.173748,pastor-271,active,2023-04-01,2024-08-11
church-272,Harvest Church Visakhapatnam 2,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"11, Visakhapatnam Community Road",17.692304,83.224061,pastor-272,support_needed,2013-10-12,2024-11-08
church-273,Restoration Church Visakhapatnam 3,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"12, Visakhapatnam Community Road",17.693648,83.250682,pastor-273,support_needed,2013-01-05,2025-10-14
church-274,Hope Church Visakhapatnam 4,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"13, Visakhapatnam Community Road",17.662555,83.16945,pastor-274,growing,2022-12-05,2026-08-24
church-275,Restoration Church Visakhapatnam 5,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"14, Visakhapatnam Community Road",17.769337,83.283775,pastor-275,support_needed,2013-06-17,2025-04-15
church-276,Covenant Church Visakhapatnam 6,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"15, Visakhapatnam Community Road",17.671529,83.303339,pastor-276,growing,2021-04-14,2026-05-03
church-277,Cornerstone Church Visakhapatnam 7,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"16, Visakhapatnam Community Road",17.762773,83.134276,pastor-277,growing,2012-03-24,2025-07-16
church-278,Harvest Church Visakhapatnam 8,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"17, Visakhapatnam Community Road",17.738429,83.155607,pastor-278,new,2024-04-02,2026-10-20
church-279,Faith Church Visakhapatnam 9,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"18, Visakhapatnam Community Road",17.714696,83.138664,pastor-279,active,2017-08-20,2026-03-05
church-280,Cornerstone Church Visakhapatnam 10,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"19, Visakhapatnam Community Road",17.76827,83.253412,pastor-280,growing,2020-02-19,2025-07-13
church-281,Restoration Church Visakhapatnam 11,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"20, Visakhapatnam Community Road",17.741722,83.128609,pastor-281,active,2014-12-11,2026-03-17
church-282,Hope Church Visakhapatnam 12,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"21, Visakhapatnam Community Road",17.671818,83.26633,pastor-282,growing,2018-01-07,2025-10-25
church-283,Cornerstone Church Visakhapatnam 13,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"22, Visakhapatnam Community Road",17.732402,83.147522,pastor-283,active,2013-05-05,2026-02-09
church-284,Hope Church Visakhapatnam 14,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"23, Visakhapatnam Community Road",17.611017,83.162405,pastor-284,growing,2018-05-19,2025-07-01
church-285,Cornerstone Church Visakhapatnam 15,Andhra Pradesh,Visakhapatnam,Visakhapatnam,"24, Visakhapatnam Community Road",17.712511,83.22461,pastor-285,new,2020-10-14,2026-01-15
church-286,Faith Church Ahmedabad 1,Gujarat,Ahmedabad,Ahmedabad,"10, Ahmedabad Community Road",22.966518,72.626259,pastor-286,support_needed,2021-09-06,2024-09-19
church-287,Faith Church Ahmedabad 2,Gujarat,Ahmedabad,Ahmedabad,"11, Ahmedabad Community Road",23.058337,72.62693,pastor-287,growing,2024-02-06,2024-12-18
church-288,Hope Church Ahmedabad 3,Gujarat,Ahmedabad,Ahmedabad,"12, Ahmedabad Community Road",23.012779,72.551642,pastor-288,growing,2023-10-03,2026-05-16
church-289,Hope Church Ahmedabad 4,Gujarat,Ahmedabad,Ahmedabad,"13, Ahmedabad Community Road",22.947222,72.629562,pastor-289,new,2022-10-27,2026-08-27
church-290,Covenant Church Ahmedabad 5,Gujarat,Ahmedabad,Ahmedabad,"14, Ahmedabad Community Road",23.007145,72.546265,pastor-290,growing,2016-06-02,2026-05-19
church-291,Restoration Church Ahmedabad 6,Gujarat,Ahmedabad,Ahmedabad,"15, Ahmedabad Community Road",22.955792,72.482552,pastor-291,active,2016-02-17,2026-03-04
church-292,Harvest Church Ahmedabad 7,Gujarat,Ahmedabad,Ahmedabad,"16, Ahmedabad Community Road",22.944239,72.639566,pastor-292,new,2013-07-25,2025-06-01
church-293,Grace Church Ahmedabad 8,Gujarat,Ahmedabad,Ahmedabad,"17, Ahmedabad Community Road",22.933231,72.5294,pastor-293,growing,2024-01-17,2026-07-17
church-294,Living Waters Church Ahmedabad 9,Gujarat,Ahmedabad,Ahmedabad,"18, Ahmedabad Community Road",22.999815,72.482551,pastor-294,active,2022-03-11,2025-11-20
church-295,Hope Church Ahmedabad 10,Gujarat,Ahmedabad,Ahmedabad,"19, Ahmedabad Community Road",23.022477,72.590785,pastor-295,new,2014-10-19,2026-11-21
church-296,Harvest Church Ahmedabad 11,Gujarat,Ahmedabad,Ahmedabad,"20, Ahmedabad Community Road",23.049248,72.605906,pastor-296,active,2023-04-16,2026-01-12
church-297,Redeemer Church Ahmedabad 12,Gujarat,Ahmedabad,Ahmedabad,"21, Ahmedabad Community Road",23.048209,72.636477,pastor-297,new,2017-12-07,2024-12-10
church-298,Faith Church Ahmedabad 13,Gujarat,Ahmedabad,Ahmedabad,"22, Ahmedabad Community Road",23.033959,72.522996,pastor-298,growing,2020-11-17,2025-04-27
church-299,Cornerstone Church Ahmedabad 14,Gujarat,Ahmedabad,Ahmedabad,"23, Ahmedabad Community Road",22.990063,72.578714,pastor-299,growing,2024-06-26,2025-12-22
church-300,New Life Church Ahmedabad 15,Gujarat,Ahmedabad,Ahmedabad,"24, Ahmedabad Community Road",22.961846,72.56929,pastor-300,new,2014-01-28,2026-01-22
